,ID,Name,Type
2054,431,The House in the Forest,"Three sisters one after the other go to a house in the forest where an old man lives with his three animals [D1890, D166.1.1, D166.1, D133.1]. The two older girls cook and make a bed only for the man, not for the animals, nor do they wait for the old man to go to bed before they do [Q2]. He shuts them up in his cellar. The youngest girl takes care of the animals, feeds them [L54] and takes the leftovers for herself, and goes to bed only after the old man is settled down for the night. She wakes up in a palace. Instead of the old man, she finds a young prince, who, together with his three servants, had been enchanted by a witch. The girl and the prince marry [L162], and the sisters must serve as maids until they prove themselves to be sympathetic to animals. In some variants a woman spoils her lazy, bad-tempered daughter and mistreats the industrious stepsister, giving her only a little food. She follows a rolling loaf of bread to a (enchanted) house in the forest. She shares her food with animals who live there (whom she has brought with her) and is kind to an old man or an animal-man (forest spirit). On the advice of the animals, she takes the man to bed with her, and he is disenchanted (along with the animals) [D731]. She marries the man or is given a reward. The jealous sister comes to the house with good food, but does not share it with the animals, so they do not give her advice. She is unkind to the old man (spirit) and is (severely) punished. Cf. Type 480."
2055,432,The Prince as Bird,"The youngest of three sisters asks her father, when he goes on a journey, to bring her an unusual present (feather, plant, book, violin, mirror, pearl, etc.) [L221]. The father at first cannot find such a thing, but then he obtains it from an unknown prince. (Cf. Types 425A, 425B, 425C, 894.) The daughter uses the present to call its owner, who comes (in bird form) through her window [D641.1]. The envious sisters (stepmother) spy and discover the lover. They put knives or broken glass around the window [K2212.1, S181]. The prince is wounded and does not visit any more. The youngest daughter (disguises herself as a man [K1837] and) goes to look for her lover [H1385.5]. She overhears a conversation between birds (demonic beings, who meet in or under a tree) who speak about where the prince is and how he can be cured by a medicine [N452]. The woman prepares the medicine, finds her lover, and heals him. In payment, he gives her a present (ring, hair, shirt, horse). The prince recognizes his love. Or, back home, she summons him by means of the feather (etc.). He comes but is angry because he believes that she had injured him, and she explains what really happened. She shows him the second present (ring, shirt etc.) to prove that it was she who had cured him. They are reconciled [B642]."
2056,433B,King Lindorm,"(Including the previous Types 433, 433A, and 433C.) Cf. Type 430. This tale deals with a brave woman who marries a snake (worm, frog or toad, lizard, another animal). She disenchants him by kissing or embracing him or by sharing his bed [D735.1], or because she wears more shirts than he has layers of skin. (Previously Types 433 and 433A.) Cf. Types 425A, 441, 480, 711. This tale exists chiefly in three different forms: (1) A poor woman gives birth to a snake (a couple adopt a snake or a frog as their child). When the animal grows up he wants to marry the daughter of the king. The king sets impossible tasks, which the snake accomplishes (the snake frightens the king). The snake marries the princess, and after the wedding he turns into a handsome man (prince). (2) A childless queen (through a hasty wish [T513] or magic conception [T510]) gives birth to an animal son (snake, dragon, etc.) whom she keeps secret. When he grows up he wants to marry, but every woman who marries him is killed on her wedding night. One courageous young woman (a mistreated stepdaughter) puts on seven shirts one on top of the other (on the advice of a wise woman, her dead mother). She challenges the snake to shed one of his skins every time she takes off one of her shirts. When he is completely stripped, she whips him and then bathes him in milk [D766.1]. She lies down beside him and he turns into a handsome young man. (The skins are destroyed [D721.3].) (3) A young woman marries a snake who gives her jewelry and turns into a handsome young man. The woman burns the snake skin and lives happily with her husband. Another jealous woman tells her father she too wants to marry a snake. She is left in a room alone with such an animal, who kills her. (Previously Type 433C.) In some variants after the husband is disenchanted, the woman is (slandered by a jealous woman and) banished. She disenchants a prince (who has been transformed into a bird) or a dead man, marries him, and gives birth to a son. Her first husband finds her after a long search. She must choose between the husbands and decides to stay with the first."
2057,434,The Stolen Jewelry (previously The Stolen Mirror),"(In order to avert a prophecy, a princess is confined to a tower or underground cave.) A prince in the form of a bird [D150] visits her three times and each time takes something away (jewelry, comb, mirror, hair ribbon). The princess becomes lovesick [T24.1] and goes to find the bird [H1385.5]. She learns (from an old man) where the bird has gone [H1233.1] and discovers that he can change into a handsome young man. She becomes pregnant by him and, in his mothers house, gives birth to a child. She learns (from him) how she can disenchant him. She fulfills the requirements (together with his mother) and he is disenchanted. Cf. Type 425E."
2058,434*,The Diver,"(Cola Pesce.) A man skilled in diving lives like a fish in the sea (and sometimes transforms himself into an ocean animal). The king summons him and orders him to go and report on various places under the water. The diver complies at first, but then he refuses to go to a particularly dangerous place. The king throws his crown into the sea [H1132.1.7], sending the diver on a quest from which he never returns. In an Estonian oikotype, the diver is in love with a princess. A jealous suitor tells her [H911] to throw a piece of jewelry into the sea for the diver to retrieve [cf. H1132.1.7]. The diver transforms himself into a duck and accomplishes this task [D161, D641]. He turns back into his human form [D700] and marries the princess [L161]."
2059,440,The Frog King or Iron Henry,"A young princess (youngest of three sisters) drops her golden ball into a well [C41.2], and a frog [B211.7.1] gives it back to her. (In some variants the frog helps her with some other difficulty.) He makes her promise him that he may eat from her plate, drink from her cup, and sleep in her bed [S215.1]. The animal comes for his reward and the king insists the princess do as she had promised. Angry, she throws the frog at the wall and he turns into a handsome prince [D789]. In some variants the frog is disenchanted by means of a kiss, marriage, from being decapitated, etc. [D735.1, D743, D711]. In the Grimms version: When the prince takes the princess home in his carriage, they meet his faithful servant Henry, whose heart had broken when the prince was enchanted. The iron bands that had held it together break from joy [F875]. In some variants the bride has the iron bands on her heart, and they break from pain, not from joy. After the disenchantment, both partners may be put to a test. The princess searches all over the world for her bridegroom, and he must identify his true bride. Cf. Types 313, 425A."
2060,441,Hans my Hedgehog,"A previously-childless couple (because of a hasty wish or a curse) have a son who is a hedgehog [C758.1, T554]. He becomes a swineherd in the forest, where the pigs thrive under his care. He gives directions to three (two) kings (merchant, count, king, one king three times, etc.) who have lost their way, and is promised one of their three daughters as his wife [S226]. Riding on a rooster, he goes to claim his bride three times. Two of the princesses refuse him and he scratches them, but the third agrees to marry him [B641.5]. On the wedding night (on the way to the church, after they have lived together), the animals skin is destroyed (the princess kisses the hedgehog, whips him, cuts off his head, etc.). The hedgehog is disenchanted and turns into a handsome young man [D721.3]. (The two other princesses kill themselves from jealousy and anger.) Cf. Types 425C, 433B."
2061,442,The Old Woman in the Forest (previously The Old Man in the Forest),"Robbers attack a group of travelers, and a poor servant girl survives by hiding in a tree. In the evening a dove brings her keys that unlock three trees in which she finds food, clothing, and a bed. The dove tells her to go to a little house where she will find an old woman. She should not answer any of her questions but should bring back a plain ring, leaving the shiny one there. The girl does as the dove ordered, and does not let the old woman distract her. She stops the old woman from running away with a bird cage, and finds the ring in the birds beak. While waiting for the dove, the girl puts the ring on her finger [D1076]. Immediately a tree envelops her with its branches and turns into a handsome young prince [D431.2] who explains that he had been enchanted by the witch. Other trees turn into servants and horses. The prince takes the girl to his kingdom, where they marry [L162]. Cf. Type 405."
2062,444*,Enchanted Prince Disenchanted,"(Including the previous Types 432*, 444A*, 444B*, 444D*, and 444E*.) Miscellaneous type. A prince is transformed (by a supernatural being) into an animal (monkey, fish, dragon, bird, cat, wild boar, etc.). He is disenchanted by a woman who sympathizes with him or helps him (by performing a task, obtaining a magic object, etc.)."
2063,449,Sidi Numan (previously The Tsars Dog [Sidi Numan]),"(Including the previous Type 1898*.) This tale exists chiefly in two different forms: (1) A man discovers that his wife eats corpses in the night. When he accuses her of this, she turns him into a dog. Another sorceress recognizes that the dog is really a human and returns him to his original form. With her help the husband is able to turn his wife into a mare and he beats her (to death). (2) An unfaithful wife turns her husband into a dog [D141, K1535], which herds sheep and also rescues the kings baby [D682.3]. When he returns to his wife, she turns him into a bird [D151.8]. He finds a magic wand, becomes a man again, and changes his wife and her lover into donkeys [D682.3]."
2064,400,The Man on a Quest for his Lost Wife,"(Including the previous Types 400*, 401, and 401A.) This tale exists chiefly in three different forms: (1) A man in distress (impoverished fisherman, merchant) unwittingly promises his (unborn) son to the devil [S240]. When the boy is delivered to him later, the devil cannot use him because he is protected by magic [K218.2] (cf. Type 810). Thus the boy is cast out in the sea (river, desert). He arrives in a foreign country and finds a lonely castle where he meets a bewitched princess (maiden, fairy) in the form of a serpent (deer). He rescues her by enduring three nights of torture [D758.1]. They marry [F302, L161]. When he wants to visit his parents, his wife gives him a ring to carry him home [D1470.1.15], and she forbids him to call her to come to him [C31.6] (to boast of her beauty [C31.5]). At home he is induced (by his mother) to break the taboo. His wife appears [D2074.2.3.1], takes the ring, and leaves him destitute. The man sets out in search of his wife [H1385.3]. On his way he meets three hermits (rulers of animal kingdoms, or moon, sun, and wind) whom he asks for directions [B221, H1232, H1235]. With the help of the third he arrives at the empire of his wife, or he pretends that he wants to help three giants who are fighting over magic objects (inheritance, booty). He steals the magic objects (magic sword [D1400.1.4], magic coat or hood [D1361.14], seven-league boots [D1521.1]) [D831, D832] (cf. Type 518). With their help he is able to overcome the obstacles on the way to his wife [D2121]. When he finds his wife, she is about to marry another man [N681]. He discloses his identity as her real husband. (2) Meeting the princess and disenchantment as in version (1); but the disenchantment is not complete. The princess wants to travel back to her own distant land. She asks her rescuer to wait for her at a certain time and place. She appears three times, but each time a servant (witch) has put her husband into a deep sleep from which he cannot be awakened [D1364.15, D1364.4.1, D1972]. The princess informs him (in a letter) how and where to find her ( on the glass mountain). The man sets out to find her. Continued as in version (1). (3) A youth watches a flock of birds (swans, ducks, geese, doves) land on the shore. The birds take off their feather coats and become beautiful maidens [D361.1]. While they are bathing, the youth steals the feather coat of the most beautiful girl, who cannot leave with the others and thus must marry the youth [D721.2, B652.1]. Later, because of carelessness (of the mans mother), the maiden takes back her coat [D361.1.1] and flies away (together with her children). She tells the youth her destination in the otherworld (e.g. glass mountain). The man sets out in search of his wife (as in version 1). Some variants include elements from Type 313 (Magic Flight)."
2065,401A*,The Soldiers in the Enchanted Castle,"Miscellaneous type. Twelve (seven, three) soldiers (deserters) come (often with the help of an animal or person) to a lonely castle (small house), where they receive food and lodging. A white woman (maiden who appears in a dream) asks them to stay in the castle for seven years (one year and two days) (to keep guard for three nights) and to fulfill certain conditions (not to think of a maiden, not to touch or look at the maidens who sleep in their beds, not to open a certain door). They disobey the prohibition and flee, or all (but one) leave the castle before the end of the vigil. Thus their efforts to disenchant the princesses who live in the castle are unsuccessful [D759.9]. The soldiers often return later, and the one is rewarded (often after having performed different tasks), but the others are killed. In some variants the soldiers succeed in disenchanting the princesses and each of them marries one of them (seven seven-year-old boys finally break the spell) [D759.10]."
2066,402,"The Animal Bride (previously The Mouse [Cat, Frog, etc","] as Bride). A father is not able to decide which of his (three) sons should inherit his property (kingdom) and sends them all on a quest for one year [H1210.1]. They are told to bring back a special object (yarn, linen [H1306], fine chain [H1303], ring, horse, smallest dog [H1307], money) or they must learn a profession. Whoever performs the task best will be the heir. The youngest son, often a fool, goes into a forest and becomes the servant of an animal (cat [B422], rat, frog [B493.1], mouse [B437.2]). As a payment he is given the object that his father had asked for. It proves to be the most beautiful one, and thus he should be the heir [H1242]. Because his brothers (parents) are envious, two further tasks are set, and finally the brothers are required to bring a bride (most beautiful woman [H1301.1]). The youngest returns to the animal which again promises to help. The animal is disenchanted by burning, mutilation, decapitation [D711], or by crossing a river [B313, D700], and becomes a beautiful princess with a castle. They return happily to his parents as bride and bridegroom. Sometimes they deceive the parents: The youngest son arrives dressed in rags and is ridiculed; then the bride arrives and they reveal their identities. When the son arrives in the first place dressed as a prince, a mole helps to identify him. Often the youngest son renounces his inheritance and goes with his wife back to her castle. In some variants from eastern and southeastern Europe and the Near East, the youngest son takes the animal (often a frog or toad) to his home and hides it from the family. The father assigns tasks to his daughters-in-law which the frog performs best. The last (third) task requires the brides to attend a feast, where the frog turns into the most beautiful woman. The bridegroom burns the frogs skin so that the bride cannot change back. As a consequence she leaves him, and he sets out on a quest and finally is able to retrieve her. Cf. Type 400."
2067,402*,"The Princess who Scorned an Unloved Suitor is turned into a frog (mouse, etc",")[T75.1, D661]. She is disenchanted (by another man) and her animal skin is burned in order to prevent her from changing back. Cf. Type 400."
2068,402A*,The Princess Transformed into a Toad,"A princess who has been transformed into a toad (old witch, etc.)is disenchanted by a young mans kiss (pity) and marries him. Cf. Type 440."
2069,403,The Black and the White Bride,"(Including the previous Types 403A and 403B.) A stepmother hates her stepchildren [S31]. The stepdaughter is kind to someone she meets (e.g. Christ and St. Peter) (she is sent after strawberries in winter [H1023.3], and meets dwarfs who help her). In return she is given great beauty [D1860] (the power of dropping gold or jewels from her mouth [D1454.2, D1454.1.2]). The stepmothers own daughter is unkind under these conditions and is made ugly [D1870] (made to drop toads from her mouth [M431.2]) [Q2]. The stepdaughters brother is in service at the court of a king. He takes his sisters picture with him. The king sees the girls picture, falls in love with her, and sends the brother for her [T11.2]. (The beautiful stepdaughter is seen accidentally by a king or prince, who marries her [N711, L162].) On their journey to the kings court, the stepmother or stepsister casts the true bride out of the carriage (overboard) [S432]. The king marries the ugly stepsister [K1911], and the brother is thrown into prison or a pit of snakes [Q465.1]. (The kings wife gives birth to a child. The stepmother throws her and her child into the water and substitutes her own daughter for the bride [K1911.1.2].) The true bride is transformed to a duck (goose) [D161.2], and comes to the kings court three times (to care for her child [D688]). The last night the king wakes and disenchants her by decapitation [D711] (cutting her golden belt, holding her during successive transformations [D712.4]). The brother, unharmed in the den of snakes [B848], is rescued. The true bride is married or reinstated, and the false bride and her mother are punished [Q261]. Cf. Types 450, 480, 510B, 511."
2070,403C,The Substituted Bride (previously The Witch Secretly Substitutes her own Daughter),"A witch secretly substitutes her own daughter for the bride. On the way to his home, the bridegroom discovers the substitution and throws the witchs daughter out of the carriage. The girl falls down to the earth (under a bridge), and from her navel grows a reed in which the witch recognizes her own daughter."
2071,404,The Blinded Bride,"(Previously Type 533* and part of Type 533.) A girl is blessed at birth by fairies (is kind to a snake) who cause her to produce gold (jewels, flowers) from her hands (mouth [D1454.2], footsteps [D1454.7], tears [D1454.4]). A king sees the girl and wants to marry her. Her wicked stepmother (aunt) and stepsister accompany her on the journey to the kings court. On the way, the girls stepmother feeds her with salty food. When the girl asks for water, the stepmother puts out both of her eyes [S165] or mutilates her. They take her clothes and throw her into the sea. The stepsister, posing as the bride, marries the king. A kind fisherman (poor man) finds the blinded girl, takes her home, and becomes rich from the gold from her hands. He uses the gold (jewels, flowers) to buy back the girls eyes [E781.2] (the snake commands this). The girl recovers her sight, dresses in beautiful clothes, and goes to the kings court. The king recognizes her when she washes her hands. He marries her, and the wicked women are burned. (The snake is the girls guardian angel and returns to heaven.)"
2072,405,Jorinde and Joringel,"The lovers Jorinde and Joringel accidentally go to the magic forest of a sorceress (witch). She transforms Jorinde, as she has many other girls before, into a bird [D683.2, D150] and keeps her in a cage. Joringel dreams about a magic flower, goes on a search, and finds it. He touches Jorinde and all the other birds with the flower and thus changes them back into their former shapes [D771]. Cf. Type 442."
2073,406,The Cannibal,"A couple have a child who is a cannibal [G33] who eats everyone up. A man succeeds in breaking the enchantment [D716], and the cannibal is transformed into a maiden [D11.1]. They are married [T101]. Cf. Types 307, 315A."
2074,407,The Girl as Flower,"(Including the previous Types 407A, 407B, 652A, and 702B*.) This tale exists chiefly in three different forms: (1) A girl (woman, fairy) has been transformed into a flower (twig, bush, tree, fruit) (transforms herself) [D212]. A man (her predestined lover) breaks a stalk and the flower changes back into a girl [D711.4] (he takes the girl in the form of a flower on a journey with him and transforms it afterwards). He marries her [T101] (sometimes her vegetable clothing has to be burned). Cf. Type 652. (2) After a hasty wish, a woman gives birth to a twig (bush, fruit) [T513, T555], plants it in a pot, and cares for it as for a child. A prince is irresistibly drawn to the plant and becomes love-sick [T24.1]. He obtains the plant. During the night a girl comes out of it, eats, and makes love with him. When the prince has to go to war, the girl stays in the plant. The prince attaches a bell to the plant which he will ring when he wants to call the girl. An envious woman (fiance) signals the girl to come. She appears and is killed, and her plant is destroyed. A compassionate woman resuscitates the girl [E0], and the rival is punished. (Previously Types 407A and 652A. Because of its structural similarity, also the previous Type 702B* is integrated here.) (3) A beautiful girl wants to have a lover, even if he is the devil (a dead man) [C15]. The devil comes in the form of an attractive man (with animal feet). She follows him and sees him eating corpses in a church [G20.1]. Several times she is asked whether she had seen anything. She denies this repeatedly, even when the devil kills her sister, mother, and father. At last she herself dies. Because she had made special arrangements for her funeral, the devil cannot find her. Cf. Types 363, 1476B. From her grave grows a beautiful flower (lily, rose, tulip) [E631.1] which only her predestined husband (nobleman, prince) is able to pick. Because she has to eat, at night she becomes a beautiful woman. Her husband takes her as his wife (often on the condition that he may not talk about her or present her in public, so that the devil will not be able to find her). The couple succeeds in tricking or killing the devil (the devil takes the woman to hell). (Previously Type 407B.)"
2075,408,The Three Oranges,"A prince insolently breaks an old womans jar (makes her angry in another way). She utters a curse: he is to fall in love with three oranges (lemons, other fruits, girls of magic origin) [S375]. The prince sets out on a (sometimes very long) quest during which he is given directions, advice, and help to overcome obstacles. The prince finds the fruits in a garden (castle). When he opens them, out of each comes a beautiful, often naked, young woman who asks for water (comb, mirror, towel, clothes, etc.)[D721.5]. The prince can give only the third woman what she asks for, and the other girls die (disappear, return into the fruits). The prince hides the woman on a tree besides a fountain while he goes to get clothes (carriage, company) for her. An ugly black woman (Gypsy woman, witch) comes to get water. She thinks that the reflection of the Orange Girl is her own [J1791.6.1], and breaks her water jar because she thinks she is too beautiful to carry water. The Orange Girl laughs, and the black woman discovers her. The black woman succeeds in taking the Orange Girls place (two different versions). The prince returns, and though he is astonished at the sudden change (excuses: sunburn, influences of wind and weather), he marries the false bride. (1) The black woman pushes the Orange Girl into the water [K1911.2.2], where she changes into a fish [D170] (bird [D150]). The false bride demands that it be killed, but from its remains grows a tree. She demands it be felled, but an old woman (man) takes away a splinter (log) [D610]. Out of this once again comes the Orange Girl, who secretly does the old womans housework. The old woman finds the girl and adopts her. The prince recognizes her when he hears her life history (when the girl tends one of his horses) [K1911.3]. (2) The black woman combs (louses) the Orange Girl and sticks a magic needle into her head. The girl changes into a dove [D150] and flies to the castle. The gardener (cook) hears the birds song asking about the prince and his black wife. The dove is captured and the prince is much pleased with it. He finds the magic needle and removes it, and thus the dove changes back into the Orange Girl [K1911.3]. Cf. Type 452B*. After the couples reunion, the false bride is punished (sentenced to a cruel death; she often pronounces her own judgment)."
2076,409,The Girl as Wolf,"An evil stepmother substitutes her own daughter for her married step daughter and transforms the stepdaughter into a wolf (lynx, fox) [D113.1], which hides in the forest. Every day the wolf comes, throws off her animal skin, and suckles her child (the child is brought to the forest). The childs father observes this, recognizes his beloved wife and (on the advice of a magician) burns her animal skin. Thus she is restored to human form [D721.3]. The stepmother and her daughter are executed [Q261]. Cf. Type 403."
2077,409A,The Girl as Goat,"(Including the previous Types 413A* and 413B*.) A childless woman wants a child even if it is only an animal. She bears a girl with an animal form (goat, jackdaw, pig, fish, etc.)[T554]. (An old woman finds a magic pumpkin which, at night, turns into a beautiful woman who cleans her house.) A youth (prince) observes the girl when she (while washing clothes, etc.)has removed her animal skin. He proposes to her and marries her [T111]. His mother disapproves of the marriage and torments the girl (who often plays a trick on her). Three times the girl appears at a festival in her human form, is admired, and dances. Twice she escapes and assumes her goat form. The third time the youth destroys the goat covering and disenchants the girl. Cf. Type 510A. In some variants, another young man decides to get married in the same way. But he is disappointed: his wife, a little pig, never changes into a girl."
2078,409A*,The Girl as Snake (previously Snake Princess is Disenchanted),"A snake which is pulled out of a fire turns into a woman and marries her rescuer. The husband promises never to call his wife snake. When he breaks this promise, the woman changes back into a snake and disappears (is once again delivered by her son-in-law)."
2079,409B*,The Promised Supernatural Wife (previously Child Weeping in his Mothers Womb is Promised Supernatural Wife),"An unborn boy who came into a womans womb by magic conception begins to weep [T575.1]. When someone promises him a supernatural being (fairy) as his wife, he stops crying and is willing to be born. The boy grows up very fast and sets out on a quest for the girl. With the help of supernatural beings he finds her. They marry [T111]."
2080,410,"Sleeping Beauty (Dornrschen, La bella addormentata",") (Announced by a frog [B211.7.1], B493.1) a daughter is born to a royal couple. A fairy (wise woman) who has not been invited to the celebration (baptism) utters a curse that the princess (on her 15th birthday) will die of a wound from a spindle (needle, fiber of flax) [F361.1.1, F316, G269.4, M341.2.13]. Another fairy changes the death sentence into a long (hundred-year) sleep [F316.1]. The king orders that every spindle (needle) in his empire be destroyed; but, because one of them has been overlooked, the prophecy is fulfilled [M370]: The girl meets an old woman who is spinning in a hidden chamber, pricks her finger with the spindle, and sinks, together with the whole court, into a magic sleep [D1364.17, D1960.3, F771.4.4, F771.4.7]. Around the castle grows a hedge of thorns [D1967.1] (the girl is enclosed in a tower). At the end of the appointed time, a youth (prince) breaks through the hedge [N711.2] and awakens the princess with a kiss [D735, D1978.5] (he impregnates her; she gives birth to two children, one of whom sucks the fiber out of her finger and thus disenchants her). In some variants the prince takes his wife and children to his family. During his absence the evil mother-in-law asks the cook to slaughter and roast the woman and the children. The cook disobeys, and the mother-in-law demands that the three be thrown into a tub full of poisonous toads and snakes. Unexpectedly the prince returns home, and the mother-in-law herself jumps into the tub."
2081,410*,The Petrified Kingdom,"A soldier comes to a kingdom where everything has been turned to stone. He spends three successive nights in a castle which is inhabited by evil spirits (devils), without succumbing to fear. All the kingdom revives, and the soldier marries the princess. Cf. Types 304, 307."
2082,411,The King and the Lamia,"A king sees a lovely girl who is actually a snake-woman [B29.1], falls in love, and marries her. Little by little the kings health deteriorates. A fakir tells him to feed his wife salty food and to stay up at night and watch her. The wife assumes her snake form and goes for water. An oven is heated red-hot and the snake is pushed in. A pebble is found in the ashes: Anything that it touches turns into gold [D1469.10.1]."
2083,412,The Maiden (Youth) with a Separable Soul in a Necklace,"Cf. Types 302, 403, 425. A maidens life depends upon her necklace [E711.4] which she must keep safe. She marries a prince. When a jealous girl (stepmother, stranger) steals the necklace, the bride seemingly dies and the jealous girl takes her place. The body of the seemingly dead woman is placed in a church (temple). She comes to life whenever her rival takes off the necklace. The prince finds the body of his wife and recovers the necklace (a son is born who recovers the necklace). The impostor is punished. In some variants, a prince whose soul is in a necklace [E711.4] seemingly dies when the necklace is stolen (by his stepmother). A woman marries the prince and recovers the necklace."
2084,413,The Stolen Clothing (previously Marriage by Stealing Clothing),"A youth comes upon a holy man (old woman) in the forest [N825]. He is told not to go in a certain direction, but when he does so [Z211], he sees three beautiful maidens bathing. The holy man agrees to help him, turns him into a bird, tells him to steal the clothes of one of the bathing girls [K1335], and warns him not to look back under any circumstances [C311]. The first time he does look back and is burned to a pile of ashes. The holy man restores him [E121.5], and the youth succeeds on his second attempt. Cf. Types 400, 408."
2085,300,The Dragon-Slayer,"A youth acquires (e.g. by exchange) three wonderful dogs [B421, B312.2]. He comes to a town where people are mourning and learns that once a year a (seven-headed) dragon [B11.2.3.1] demands a virgin as a sacrifice [B11.10, S262]. In the current year, the kings daughter has been chosen to be sacrificed, and the king offers her as a prize to her rescuer [T68.1]. The youth goes to the appointed place. While waiting to fight with the dragon, he falls into a magic sleep [D1975], during which the princess twists a ring (ribbons) into his hair; only one of her falling tears can awaken him [D1978.2]. Together with his dogs, the youth overcomes the dragon [B11.11, B524.1.1, R111.1.3]. He strikes off the dragons heads and cuts out the tongues (keeps the teeth) [H105.1]. The youth promises the princess to come back in one year (three years) and goes off. An impostor (e.g. the coachman) takes the dragons heads, forces the princess to name him as her rescuer [K1933], and claims her as his reward [K1932]. The princess asks her father to delay the wedding. Just as the princess is about to marry the impostor, the dragon-slayer returns. He sends his dogs to get some food from the kings table and is summoned to the wedding party [H151.2]. There the dragon-slayer proves he was the rescuer by showing the dragons tongues (teeth) [H83, H105.1]. The impostor is condemned to death, and the dragon-slayer marries the princess. Cf. Types 301, 303, 314, 315, 502, 530, 554."
2086,300A,The Fight on the Bridge,"(Including the previous Type 300A*.) After having eaten a (three) fish, the daughter of a tsar, her maid, and a she-dog (cow, mare, cat) give birth to sons at the same time [T511.5.1]. (Cf. Type 303.) The three sons together go out for adventure [F601]. While his brothers are sleeping, the animal son [B631] (often a fool) fights against a three-headed dragon [B11.2.3.2] on a bridge. In the following two nights he defeats six- [B11.2.3.3], twelve- [B11.2.3.5] or multi-headed [B11.2.3, B11.11] dragons (is able to defeat the third one only with the help of his horse [B401]). (In the form of a fly [D185.3], cat [D142] or the like), the animal son overhears the conversations of the dragon-wives (dragon-daughters) [N451], defeats their enchantments, and thus saves his brothers. The dragons mother pursues the three brothers and devours two of them [B11.10.3]. The animal son hides in a magic forge. He outwits the dragons mother, who spits out the brothers she had devoured. Together with the smiths, the animal son kills the dragons mother, and the smiths forge her to a horse. Cf. Type 705A. In some cases, a magical old man (father of the slain dragons) defeats the animal son in a contest (horse race) and takes away his horse. The old man sends out a hero in order to win a bride (often a transition to Type 513A). In addition to this regular form, there exist two versions without the introductory part of the magic conception: (1) The dragon-slayer wins back the celestial lights which the dragon had stolen and gives them to men. (Previously Type 300A*.) Cf. Type 328A*. (2) The animal son defeats the strongest dragon and wins his horse for the tsar."
2087,301,The Three Stolen Princesses,"(Including the previous Types 301A and 301B.) This type combines various introductory episodes with a common main part: Introductory episodes: (1) A king banishes his three daughters to the underworld (they are abducted by monsters [H1385.1]). Three brothers (a supernatural hero with his extraordinary companions) go to find the daughters. (2) A monster (dragon, snake, etc.)steals golden apples from the kings garden. Three brothers (princes) lie in wait. Only the youngest is able to wound the monster. The brothers follow his bloody tracks [F102.1, N773]. (3) A child of magic birth (son of a bear or horse [B631], born from tears) grows into a youth gifted with exceptional strength [T615]. He takes to the road for adventure (luck), and allies himself with two companions with extraordinary powers [F601]. When they prepare their food, twice a little man (dwarf, devil, giant) spoils it (eats the food and beats up the cook) [F451.5.2]. Only the hero is able to catch and punish the little man, who then shows the companions the entrance to the underworld. Main part: The companions (brothers) come to a well (pit, cave) [F92] and lower the hero (youngest brother) into it [F96]. The hero overcomes monsters (dragons, devils) and rescues (the three) princesses (with the princesses help, using a weapon, only by his strength, by magic means) [R111.2.1]. (The princesses give him presents.) His treacherous companions pull the princesses up but leave the hero below [K1931.2] (cut off the rope [K963], overturn the basket). They force the maidens to name them as their rescuers [K1933]. The hero returns to the upper world with the help of a spirit, which gives him the ability to fly (a bird to whom he has to feed his own flesh [B322.1]; he ascends on a climbing plant which he himself planted, etc.). The princesses delay their wedding (for a year). On the wedding day, the hero comes to the castle and is imprisoned. But the truth comes to light (the hero is recognized by the princesses when he shows the presents [H80]), and the impostors are punished (banished, killed) [Q262]. The hero marries the youngest princess [L161] and becomes king. Cf. Type 300. In some variants, the hero has to go to much deeper regions of the underworld before he is able to come back to the upper world, because he mistakenly mounted a black animal (ram, sheep, goat, horse, lion, snake) instead of a white one. Finally the white animal carries him up again."
2088,301D*,The Princesss Ring (previously Dragons Ravish Princesses),"When she goes for a walk, a princess (daughter of a tsar) disappears. Her father promises her to whoever finds and rescues her [T68.1]. A soldier takes a ship and goes out to search for the princess. On a lonely island he meets a dragon (giant, devil), makes him drunk with wine, cuts off his head and takes away his keys [B11.11]. He finds the princess and takes her to the ship. Just when they are about to sail, the princess asks for a ring she forgot, and the soldier goes back to get it. Meanwhile the ship sails away and the treacherous captain forces the princess to name him as her rescuer [K1933]. The soldier takes service with robbers (devils, magician) and finds magic objects in a forbidden room of their house [C611] (castle) (gets them as payment). With the help of these objects he gets back home. On her wedding day with the captain, the princess recognizes the soldier by her ring [H94], tells her father the truth, and marries the soldier [L161]. Cf. Types 301, 505."
2089,302,The Ogres (Devils) Heart in the Egg,"(Including the previous Types 302A*, 302B*, and 425P.) Because he helped some animals to divide a meal in a fair manner, a youth is rewarded with the ability to transform himself into their shapes (they promise their help because he spared or nourished them) [B393, B500, D1834]; cf. Type 554. He goes to rescue a princess who has been abducted by an ogre (giant, dragon, devil) (to rescue his wife who has been abducted by a supernatural enemy, cf. Type 400) [R11.1]. As an eagle, the youth comes to the ogres castle, as an ant into the princesss chamber [D152.2, D182.2]. He learns from the princess that the ogre cannot be defeated because his heart (power of life, soul) is hidden outside of his body [E710]. The princess elicits the hiding place from the ogre [K975.2]: His heart lies enclosed in various animals in an egg (little box) [E711.1, E713]; cf. Type 590. The youth follows the princesss instructions, finds the ogres soul, and destroys it (the grateful animals do so for him [B571.1]). The ogre dies [K956], and the youth marries the princess [L161]. Cf. Type 665."
